student_id,student_level,academic_level,legal_sex,race_ethnicity,us_citizen,wi_residency,age_group,credits_enrolled,plan_school_college,academic_plan,term_admit_type,full_time_part_time,home_region_type,home_location,home_latitude,home_longitude,origin_institution_type,origin_institution_name,origin_institution_code,origin_institution_city,origin_institution_state
12246,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12247,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,St Croix,45.0351,-92.4543,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12248,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Missouri,38.25,-92.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12249,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12250,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12251,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12252,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12253,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Monroe,43.9434,-90.6118,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12254,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12255,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12256,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12257,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12258,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,18,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,New Jersey,40.16,-74.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12259,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Rock,42.6692,-89.072,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12260,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,30 to 39,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12261,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Pierce,44.7034,-92.4259,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12262,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waupaca,44.4525,-88.9801,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12263,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12264,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,22 to 29,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Iowa,43.0094,-90.1334,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12265,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12266,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12267,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12268,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12269,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12270,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12271,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Oregon,44.0,-120.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12272,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,Iowa,42.0,-93.5,High School,Ronald W Reagan Coll Prep Hs,4270413,Milwaukee,Wisconsin
12273,Undergraduate,Sophomore,Female,Hispanic,U.S. Citizen,Resident,22 to 29,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12274,Undergraduate,Sophomore,Female,Unknown,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12275,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,30 to 39,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12276,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,30 to 39,18,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Part Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12277,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Sawyer,45.902,-91.1097,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12278,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12279,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Part Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12280,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Sheboygan,43.715,-87.9328,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12281,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12282,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Undergraduate Transfer,Full Time,US State,Maryland,39.4444,-77.0834,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12283,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Georgia,32.1598,-83.4715,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12284,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Massachusetts,42.3616,-72.1839,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12285,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12286,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,17,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12287,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,18,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12288,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,30 to 39,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Florida,28.42,-81.55,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12289,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Green,42.6775,-89.6024,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12290,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Part Time,US State,Missouri,38.25,-92.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12291,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12292,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12293,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Jefferson,43.0217,-88.7768,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12294,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,40 to 49,9,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12295,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,17,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Chippewa,45.0767,-91.2876,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12296,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12297,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Michigan,43.1045,-84.6165,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12298,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Ohio,40.25,-83.0,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12299,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12300,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,17,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,WI County,Polk,45.4696,-92.4193,High School,Prairie School Inc,11818,Racine,Wisconsin
12301,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Non-Resident,22 to 29,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12302,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12303,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,22 to 29,17,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Indiana,40.0,-86.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12304,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Non-Resident,22 to 29,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12305,Undergraduate,Sophomore,Female,Black,U.S. Citizen,Resident,22 to 29,17,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12306,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12307,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Green Lake,43.8078,-89.0268,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12308,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,13,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,Illinois,40.0,-89.25,High School,Robert M Lafollette Hs,11800,Madison,Wisconsin
12309,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12310,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12311,Undergraduate,Sophomore,Female,Hispanic,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Rhode Island,41.4966,-71.4757,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12312,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Non-Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12313,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12314,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12315,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,17,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12316,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Grant,42.8621,-90.7628,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12317,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Non-Resident,30 to 39,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12318,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12319,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Non-Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Colorado,39.0,-105.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12320,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12321,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12322,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,New York,43.0,-75.49,High School,Ronald W Reagan Coll Prep Hs,4270413,Milwaukee,Wisconsin
12323,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Texas,31.25,-99.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12324,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Crawford,43.2104,-90.8849,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12325,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12326,Undergraduate,Sophomore,Female,Hispanic,U.S. Citizen,Non-Resident,18 to 21,17,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,New Jersey,40.16,-74.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12327,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,22 to 29,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Wood,44.4689,-90.0212,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12328,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12329,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12330,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Rock,42.6692,-89.072,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12331,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12332,Undergraduate,Sophomore,Female,Hispanic,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Massachusetts,42.3616,-72.1839,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12333,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,17,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,New Jersey,40.16,-74.49,High School,Nicolet High School,11577,Glendale,Wisconsin
12334,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,30 to 39,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12335,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12336,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12337,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,17,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Brown,44.4646,-87.9779,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12338,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12339,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Maryland,39.4444,-77.0834,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12340,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Kentucky,37.79,-84.87,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12341,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,New York,43.0,-75.49,High School,Whitefish Bay High School,11592,Whitefish Bay,Wisconsin
12342,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12343,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,California,37.25,-119.75,High School,Columbia High School,31698,Maplewood,New Jersey
12344,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12345,Undergraduate,Sophomore,Female,Hispanic,U.S. Citizen,Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12346,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12347,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12348,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12349,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12350,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12351,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,22 to 29,15,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,Kansas,38.5,-98.5,High School,Edgerton Senior High School,11323,Edgerton,Wisconsin
12352,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Rock,42.6692,-89.072,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12353,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12354,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Sheboygan,43.715,-87.9328,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
