page,school,subject,is_course_total,course_num,section_num,grades_count,avg_gpa,A_pct,AB_pct,B_pct,BC_pct,C_pct,D_pct,F_pct,S_pct,U_pct,CR_pct,N_pct,P_pct,I_pct,NW_pct,NR_pct,other_pct,course_title
127,EGR,240 CIVENGR,False,760,001,13,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Research Methods in CEM
127,EGR,240 CIVENGR,False,790,006,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research or Thesis
127,EGR,240 CIVENGR,False,790,010,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research or Thesis
127,EGR,240 CIVENGR,False,790,025,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research or Thesis
128,EGR,240 CIVENGR,False,790,059,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research or Thesis
128,EGR,240 CIVENGR,False,790,074,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research or Thesis
128,EGR,240 CIVENGR,False,790,075,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research or Thesis
128,EGR,240 CIVENGR,False,790,076,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research or Thesis
128,EGR,240 CIVENGR,True,790,Course,11,,.,.,.,.,.,.,,81.8,.,,.,18.2,.,.,.,.,Master's Research or Thesis
128,EGR,240 CIVENGR,False,890,002,4,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,005,5,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,010,2,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,015,2,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,017,3,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,019,2,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,020,3,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,022,2,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,025,7,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,026,1,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,028,2,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,033,1,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,036,3,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,037,6,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,053,1,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,058,1,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,061,6,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,064,2,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,070,1,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,072,1,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,075,1,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,890,076,2,***,,,,,,,,,,.,.,.,.,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,True,890,Course,58,,.,.,.,.,.,.,,89.7,.,,.,8.6,1.7,.,.,.,Pre-Dissertator's Research
128,EGR,240 CIVENGR,False,909,001,12,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Env Chem & Tech Grad Seminar
128,EGR,240 CIVENGR,False,919,001,13,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hydraulic Engr & Fluid Mech
128,EGR,240 CIVENGR,False,929,001,14,3.857,85.7,.,14.3,.,.,.,.,.,.,.,.,.,.,.,.,.,Seminar-Envir Engineering
128,EGR,240 CIVENGR,False,929,003,2,***,,,,,,,,,,.,.,.,.,.,.,.,Seminar-Envir Engineering
128,EGR,240 CIVENGR,True,929,Course,16,3.875,87.5,.,12.5,.,.,.,,.,.,,.,.,.,.,.,.,Seminar-Envir Engineering
128,EGR,240 CIVENGR,False,990,002,2,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
128,EGR,240 CIVENGR,False,990,005,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
128,EGR,240 CIVENGR,False,990,010,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
128,EGR,240 CIVENGR,False,990,015,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
128,EGR,240 CIVENGR,False,990,017,2,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
128,EGR,240 CIVENGR,False,990,021,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
128,EGR,240 CIVENGR,False,990,025,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
128,EGR,240 CIVENGR,False,990,026,2,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
128,EGR,240 CIVENGR,False,990,028,2,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
129,EGR,240 CIVENGR,False,990,036,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
129,EGR,240 CIVENGR,False,990,037,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
129,EGR,240 CIVENGR,False,990,061,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
129,EGR,240 CIVENGR,False,990,062,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
129,EGR,240 CIVENGR,False,990,076,2,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
129,EGR,240 CIVENGR,False,990,100,1,***,,,,,,,,,,.,.,.,.,.,.,.,Thesis
129,EGR,240 CIVENGR,True,990,Course,20,,.,.,.,.,.,.,,90.0,.,,.,10.0,.,.,.,.,Thesis
129,EGR,240 CIVENGR,False,999,059,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
129,EGR,240 CIVENGR,False,999,061,2,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
129,EGR,240 CIVENGR,False,999,062,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
129,EGR,240 CIVENGR,True,999,Course,4,***,,,,,,,,,,,,,,,,,Advanced Independent Study
130,EGR,320 ECE,False,1,001,30,3.933,90.0,6.7,3.3,.,.,.,.,.,.,.,.,.,.,.,.,.,Cooperative Education Prog
130,EGR,320 ECE,False,203,001,126,3.440,42.9,29.4,15.1,4.8,3.2,0.8,2.4,.,.,.,.,.,1.6,.,.,.,"Signals, Information & Comp"
130,EGR,320 ECE,False,203,002,85,3.559,56.5,23.5,11.8,3.5,1.2,1.2,2.4,.,.,.,.,.,.,.,.,.,"Signals, Information & Comp"
130,EGR,320 ECE,True,203,Course,211,3.488,48.3,27.0,13.7,4.3,2.4,0.9,2.4,.,.,,.,.,0.9,.,.,.,"Signals, Information & Comp"
130,EGR,320 ECE,False,204,001,27,3.519,33.3,37.0,22.2,3.7,.,.,.,.,.,.,.,.,3.7,.,.,.,Data Science & Engineering
130,EGR,320 ECE,False,204,002,44,3.727,54.5,38.6,4.5,2.3,.,.,.,.,.,.,.,.,.,.,.,.,Data Science & Engineering
130,EGR,320 ECE,True,204,Course,71,3.650,46.5,38.0,11.3,2.8,.,.,,.,.,,.,.,1.4,.,.,.,Data Science & Engineering
130,EGR,320 ECE,False,210,001,98,3.949,91.8,6.1,2.0,.,.,.,.,.,.,.,.,.,.,.,.,.,Intro Electrical Engr
130,EGR,320 ECE,False,210,002,95,3.779,77.9,13.7,2.1,3.2,2.1,.,1.1,.,.,.,.,.,.,.,.,.,Intro Electrical Engr
130,EGR,320 ECE,True,210,Course,193,3.865,85.0,9.8,2.1,1.6,1.0,.,0.5,.,.,,.,.,.,.,.,.,Intro Electrical Engr
130,EGR,320 ECE,False,222,001,80,3.188,26.3,25.0,27.5,10.0,7.5,3.8,.,.,.,.,.,.,.,.,.,.,Electrodynamics I
130,EGR,320 ECE,False,222,002,44,3.364,43.2,13.6,29.5,4.5,6.8,2.3,.,.,.,.,.,.,.,.,.,.,Electrodynamics I
130,EGR,320 ECE,True,222,Course,124,3.250,32.3,21.0,28.2,8.1,7.3,3.2,,.,.,,.,.,.,.,.,.,Electrodynamics I
130,EGR,320 ECE,False,230,001,108,3.458,57.4,11.1,13.9,4.6,11.1,1.9,.,.,.,.,.,.,.,.,.,.,Circuit Analysis
130,EGR,320 ECE,False,235,001,95,3.590,43.2,35.8,15.8,3.2,1.1,.,.,.,.,.,.,.,1.1,.,.,.,Intro-Solid State Electronics
130,EGR,320 ECE,False,252,001,126,3.389,50.0,21.4,11.1,5.6,7.1,2.4,2.4,.,.,.,.,.,.,.,.,.,Intro to Computer Engineering
130,EGR,320 ECE,False,252,006,82,3.634,62.2,19.5,12.2,2.4,1.2,1.2,1.2,.,.,.,.,.,.,.,.,.,Intro to Computer Engineering
130,EGR,320 ECE,True,252,Course,208,3.486,54.8,20.7,11.5,4.3,4.8,1.9,1.9,.,.,,.,.,.,.,.,.,Intro to Computer Engineering
130,EGR,320 ECE,False,270,001,58,3.759,75.9,5.2,13.8,5.2,.,.,.,.,.,.,.,.,.,.,.,.,Circuits Laboratory I
130,EGR,320 ECE,False,270,002,32,3.703,68.8,9.4,15.6,6.3,.,.,.,.,.,.,.,.,.,.,.,.,Circuits Laboratory I
130,EGR,320 ECE,True,270,Course,90,3.739,73.3,6.7,14.4,5.6,.,.,,.,.,,.,.,.,.,.,.,Circuits Laboratory I
130,EGR,320 ECE,False,271,001,71,3.176,32.4,22.5,15.5,12.7,15.5,.,1.4,.,.,.,.,.,.,.,.,.,Circuits Laboratory II
130,EGR,320 ECE,False,271,002,36,2.765,13.9,16.7,8.3,22.2,33.3,.,.,.,.,.,.,.,2.8,2.8,.,.,Circuits Laboratory II
130,EGR,320 ECE,True,271,Course,107,3.043,26.2,20.6,13.1,15.9,21.5,.,0.9,.,.,,.,.,0.9,0.9,.,.,Circuits Laboratory II
130,EGR,320 ECE,False,305,001,5,***,,,,,,,,,,.,.,.,.,.,.,.,Semiconductr Properties Lab
130,EGR,320 ECE,False,313,001,11,3.909,90.9,.,9.1,.,.,.,.,.,.,.,.,.,.,.,.,.,Optoelectronics Lab
130,EGR,320 ECE,False,313,002,10,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Optoelectronics Lab
130,EGR,320 ECE,True,313,Course,21,3.952,95.2,.,4.8,.,.,.,,.,.,,.,.,.,.,.,.,Optoelectronics Lab
130,EGR,320 ECE,False,315,001,18,3.806,88.9,.,.,5.6,5.6,.,.,.,.,.,.,.,.,.,.,.,Intro Microprocessor Lab
130,EGR,320 ECE,False,315,002,16,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Intro Microprocessor Lab
130,EGR,320 ECE,False,315,003,18,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Intro Microprocessor Lab
130,EGR,320 ECE,False,315,005,14,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Intro Microprocessor Lab
130,EGR,320 ECE,False,315,006,16,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Intro Microprocessor Lab
130,EGR,320 ECE,True,315,Course,82,3.957,97.6,.,.,1.2,1.2,.,,.,.,,.,.,.,.,.,.,Intro Microprocessor Lab
130,EGR,320 ECE,False,317,001,15,3.867,80.0,13.3,6.7,.,.,.,.,.,.,.,.,.,.,.,.,.,Sensors Laboratory
130,EGR,320 ECE,False,317,002,16,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sensors Laboratory
130,EGR,320 ECE,False,317,003,18,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sensors Laboratory
130,EGR,320 ECE,False,317,004,4,***,,,,,,,,,,.,.,.,.,.,.,.,Sensors Laboratory
130,EGR,320 ECE,True,317,Course,53,3.962,92.5,3.8,1.9,.,.,.,,.,.,,.,.,.,1.9,.,.,Sensors Laboratory
130,EGR,320 ECE,False,320,001,43,3.174,48.8,14.0,11.6,7.0,4.7,11.6,2.3,.,.,.,.,.,.,.,.,.,Electrodynamics II
130,EGR,320 ECE,False,330,001,90,3.172,27.8,24.4,17.8,16.7,12.2,1.1,.,.,.,.,.,.,.,.,.,.,Signals and Systems
131,EGR,320 ECE,False,331,001,45,3.133,24.4,24.4,17.8,20.0,13.3,.,.,.,.,.,.,.,.,.,.,.,Intro-Randm Sig Analysis&Stats
131,EGR,320 ECE,False,332,001,37,3.473,54.1,13.5,27.0,.,.,2.7,2.7,.,.,.,.,.,.,.,.,.,Feedback Control Systems
131,EGR,320 ECE,False,340,001,67,3.478,35.8,34.3,22.4,4.5,3.0,.,.,.,.,.,.,.,.,.,.,.,Electronic Circuits I
131,EGR,320 ECE,False,340,002,84,2.762,17.9,14.3,17.9,21.4,20.2,7.1,1.2,.,.,.,.,.,.,.,.,.,Electronic Circuits I
131,EGR,320 ECE,True,340,Course,151,3.079,25.8,23.2,19.9,13.9,12.6,4.0,0.7,.,.,,.,.,.,.,.,.,Electronic Circuits I
131,EGR,320 ECE,False,342,001,93,3.882,92.5,.,5.4,.,1.1,.,1.1,.,.,.,.,.,.,.,.,.,Electronic Circuits II
131,EGR,320 ECE,False,352,001,91,3.434,36.3,33.0,19.8,5.5,4.4,1.1,.,.,.,.,.,.,.,.,.,.,Digital System Fundamentals
131,EGR,320 ECE,False,352,002,80,3.342,33.8,22.5,23.8,15.0,3.8,.,.,.,.,.,.,.,1.3,.,.,.,Digital System Fundamentals
131,EGR,320 ECE,True,352,Course,171,3.391,35.1,28.1,21.6,9.9,4.1,0.6,,.,.,,.,.,0.6,.,.,.,Digital System Fundamentals
131,EGR,320 ECE,False,353,001,90,3.272,41.1,22.2,12.2,10.0,10.0,3.3,1.1,.,.,.,.,.,.,.,.,.,Intro to Microprocessor Sys
131,EGR,320 ECE,False,354,001,49,3.071,28.6,10.2,32.7,4.1,24.5,.,.,.,.,.,.,.,.,.,.,.,Machine Organizatn&Progrmng
131,EGR,320 ECE,False,354,002,60,3.092,26.7,18.3,28.3,6.7,16.7,3.3,.,.,.,.,.,.,.,.,.,.,Machine Organizatn&Progrmng
131,EGR,320 ECE,True,354,Course,109,3.083,27.5,14.7,30.3,5.5,20.2,1.8,,.,.,,.,.,.,.,.,.,Machine Organizatn&Progrmng
131,EGR,320 ECE,False,370,001,17,3.971,94.1,5.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Advanced Laboratory
131,EGR,320 ECE,False,370,002,18,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Advanced Laboratory
131,EGR,320 ECE,False,370,004,17,3.971,94.1,5.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Advanced Laboratory
131,EGR,320 ECE,False,370,005,18,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Advanced Laboratory
131,EGR,320 ECE,True,370,Course,70,3.986,97.1,2.9,.,.,.,.,,.,.,,.,.,.,.,.,.,Advanced Laboratory
131,EGR,320 ECE,False,399,005,2,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,009,3,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,025,1,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,029,4,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,030,2,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,039,2,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,040,2,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,052,1,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,058,2,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,071,2,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,079,1,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,102,1,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,110,1,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,114,1,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,115,5,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,121,3,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,122,4,***,,,,,,,,,,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,False,399,150,11,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Independent Study
131,EGR,320 ECE,True,399,Course,48,3.978,93.8,4.2,.,.,.,.,,.,.,,.,.,2.1,.,.,.,Independent Study
131,EGR,320 ECE,False,411,001,53,3.538,28.3,54.7,13.2,3.8,.,.,.,.,.,.,.,.,.,.,.,.,Intro to Electric Drive Sys
131,EGR,320 ECE,False,411,003,25,3.833,72.0,16.0,8.0,.,.,.,.,4.0,.,.,.,.,.,.,.,.,Intro to Electric Drive Sys
131,EGR,320 ECE,True,411,Course,78,3.630,42.3,42.3,11.5,2.6,.,.,,1.3,.,,.,.,.,.,.,.,Intro to Electric Drive Sys
131,EGR,320 ECE,False,412,001,36,3.514,52.8,16.7,16.7,8.3,5.6,.,.,.,.,.,.,.,.,.,.,.,Power Electronic Circuits
131,EGR,320 ECE,False,427,001,63,3.452,34.9,28.6,28.6,7.9,.,.,.,.,.,.,.,.,.,.,.,.,Electric Power Systems
132,EGR,320 ECE,False,427,003,12,3.750,58.3,33.3,8.3,.,.,.,.,.,.,.,.,.,.,.,.,.,Electric Power Systems
132,EGR,320 ECE,True,427,Course,75,3.500,38.7,29.3,25.3,6.7,.,.,,.,.,,.,.,.,.,.,.,Electric Power Systems
132,EGR,320 ECE,False,432,001,23,3.457,39.1,30.4,17.4,8.7,4.3,.,.,.,.,.,.,.,.,.,.,.,Digital Signl Processng Lab
132,EGR,320 ECE,False,435,001,12,3.000,25.0,16.7,33.3,16.7,.,.,8.3,.,.,.,.,.,.,.,.,.,Introduction to Cryptography
132,EGR,320 ECE,False,436,001,30,3.650,53.3,30.0,10.0,6.7,.,.,.,.,.,.,.,.,.,.,.,.,Communication Systems I
132,EGR,320 ECE,False,447,001,7,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Applied Communications Sys
132,EGR,320 ECE,False,453,001,36,3.875,80.6,13.9,5.6,.,.,.,.,.,.,.,.,.,.,.,.,.,Embedded Microproc System Dsgn
132,EGR,320 ECE,False,454,001,19,3.974,94.7,5.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mobile Computing Laboratory
132,EGR,320 ECE,False,455,001,18,3.861,72.2,27.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Capstone Design in ECE
132,EGR,320 ECE,False,455,002,27,3.981,96.3,3.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Capstone Design in ECE
132,EGR,320 ECE,True,455,Course,45,3.933,86.7,13.3,.,.,.,.,,.,.,,.,.,.,.,.,.,Capstone Design in ECE
132,EGR,320 ECE,False,462,001,22,3.114,13.6,27.3,31.8,22.7,4.5,.,.,.,.,.,.,.,.,.,.,.,Medical Instrumentation
132,EGR,320 ECE,False,489,022,1,***,,,,,,,,,,.,.,.,.,.,.,.,Honors in Research
132,EGR,320 ECE,False,489,096,1,***,,,,,,,,,,.,.,.,.,.,.,.,Honors in Research
132,EGR,320 ECE,False,489,113,1,***,,,,,,,,,,.,.,.,.,.,.,.,Honors in Research
132,EGR,320 ECE,False,489,121,1,***,,,,,,,,,,.,.,.,.,.,.,.,Honors in Research
132,EGR,320 ECE,False,489,122,1,***,,,,,,,,,,.,.,.,.,.,.,.,Honors in Research
132,EGR,320 ECE,True,489,Course,5,***,,,,,,,,,,,,,,,,,Honors in Research
132,EGR,320 ECE,False,491,047,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Design Project
132,EGR,320 ECE,False,506,001,7,3.714,42.9,57.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Software Engineering
132,EGR,320 ECE,False,512,001,20,3.800,70.0,20.0,10.0,.,.,.,.,.,.,.,.,.,.,.,.,.,Power Electronics Lab
132,EGR,320 ECE,False,524,001,11,2.818,9.1,27.3,9.1,45.5,.,9.1,.,.,.,.,.,.,.,.,.,.,Introduction to Optimization
132,EGR,320 ECE,False,525,001,3,***,,,,,,,,,,.,.,.,.,.,.,.,Introduction to Plasmas
132,EGR,320 ECE,False,532,001,13,3.538,53.8,15.4,23.1,.,7.7,.,.,.,.,.,.,.,.,.,.,.,Mtrx Mthds in Machine Learning
132,EGR,320 ECE,False,532,002,19,3.711,57.9,36.8,.,.,5.3,.,.,.,.,.,.,.,.,.,.,.,Mtrx Mthds in Machine Learning
132,EGR,320 ECE,False,532,003,4,***,,,,,,,,,,.,.,.,.,.,.,.,Mtrx Mthds in Machine Learning
132,EGR,320 ECE,False,532,004,18,3.056,22.2,33.3,11.1,22.2,.,11.1,.,.,.,.,.,.,.,.,.,.,Mtrx Mthds in Machine Learning
132,EGR,320 ECE,True,532,Course,54,3.463,46.3,29.6,9.3,7.4,3.7,3.7,,.,.,,.,.,.,.,.,.,Mtrx Mthds in Machine Learning
132,EGR,320 ECE,False,533,001,37,3.919,86.5,10.8,2.7,.,.,.,.,.,.,.,.,.,.,.,.,.,Image Processing
132,EGR,320 ECE,False,535,001,15,3.800,73.3,13.3,13.3,.,.,.,.,.,.,.,.,.,.,.,.,.,Intro to Quantum Sensing
132,EGR,320 ECE,False,536,001,6,3.333,33.3,16.7,33.3,16.7,.,.,.,.,.,.,.,.,.,.,.,.,Integrated Optics&Optoelect
132,EGR,320 ECE,False,537,001,36,3.917,83.3,16.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Communication Networks
132,EGR,320 ECE,False,539,001,26,3.596,57.7,11.5,23.1,7.7,.,.,.,.,.,.,.,.,.,.,.,.,Intro-Artificl Neural Ntwrks
132,EGR,320 ECE,False,541,001,22,3.523,50.0,18.2,22.7,4.5,4.5,.,.,.,.,.,.,.,.,.,.,.,Analg MOS Integrtd Cir Dsgn
132,EGR,320 ECE,False,548,001,24,3.458,25.0,50.0,16.7,8.3,.,.,.,.,.,.,.,.,.,.,.,.,Integrated Circuit Design
132,EGR,320 ECE,False,551,001,80,3.331,25.0,35.0,25.0,11.3,3.8,.,.,.,.,.,.,.,.,.,.,.,Digital Sys Design & Synthesis
132,EGR,320 ECE,False,551,004,26,3.250,23.1,26.9,34.6,7.7,7.7,.,.,.,.,.,.,.,.,.,.,.,Digital Sys Design & Synthesis
132,EGR,320 ECE,True,551,Course,106,3.311,24.5,33.0,27.4,10.4,4.7,.,,.,.,,.,.,.,.,.,.,Digital Sys Design & Synthesis
132,EGR,320 ECE,False,552,001,75,3.260,30.7,26.7,14.7,18.7,4.0,2.7,.,.,.,.,.,.,1.3,1.3,.,.,Intro-Computer Architecture
132,EGR,320 ECE,False,555,001,80,3.253,33.8,17.5,30.0,10.0,2.5,5.0,.,.,.,.,.,.,1.3,.,.,.,Digital Circuits&Components
133,EGR,320 ECE,False,610,001,39,3.962,94.9,2.6,2.6,.,.,.,.,.,.,.,.,.,.,.,.,.,Grad Seminar in ECE
133,EGR,320 ECE,False,610,002,39,3.974,97.4,.,2.6,.,.,.,.,.,.,.,.,.,.,.,.,.,Grad Seminar in ECE
133,EGR,320 ECE,True,610,Course,78,3.968,96.2,1.3,2.6,.,.,.,,.,.,,.,.,.,.,.,.,Grad Seminar in ECE
133,EGR,320 ECE,False,699,002,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,003,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,010,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,016,2,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,017,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,018,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,024,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,030,2,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,039,2,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,042,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,046,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,060,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,083,2,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,096,1,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,699,111,2,***,,,,,,,,,,.,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,True,699,Course,20,3.990,95.0,5.0,.,.,.,.,,.,.,,.,.,.,.,.,.,Advanced Independent Study
133,EGR,320 ECE,False,702,001,6,,.,.,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,Grad Cooperative Educ Program
133,EGR,320 ECE,False,707,001,12,3.750,66.7,16.7,16.7,.,.,.,.,.,.,.,.,.,.,.,.,.,Mobile and Wireless Networking
133,EGR,320 ECE,False,714,003,9,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Utilty Appl-Powr Electroncs
133,EGR,320 ECE,False,717,001,23,3.804,60.9,39.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Linear Systems
133,EGR,320 ECE,False,733,001,6,3.333,16.7,50.0,16.7,16.7,.,.,.,.,.,.,.,.,.,.,.,.,Adv Comp Ctrl of Mach & Procss
133,EGR,320 ECE,False,733,003,6,3.667,33.3,66.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Adv Comp Ctrl of Mach & Procss
133,EGR,320 ECE,True,733,Course,12,3.500,25.0,58.3,8.3,8.3,.,.,,.,.,,.,.,.,.,.,.,Adv Comp Ctrl of Mach & Procss
133,EGR,320 ECE,False,740,001,13,3.875,69.2,23.1,.,.,.,.,.,.,.,.,.,.,.,7.7,.,.,Electromagnetic Theory
